air_store_id,Model_No.,Selected_Model,Training_R2,Testing_R2,RMSLE
air_a21ffca0bea1661a,model_5,"Regression with ARIMA(0,0,0) errors",0.871697301,0.965468566,0.07395731
air_a9a380530c1e121f,model_5,"Regression with ARIMA(0,0,0) errors",0.974152876,0.997942508,0.076683817
air_d63cfa6d6ab78446,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.965079897,0.982447527,0.121495148
air_2703dcb33192b181,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.983829429,0.994466301,0.126791963
air_105a7954e32dba9b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.994805057,0.995785113,0.14206339
air_694571ea13fb9e0e,model_2,"STL +  ETS(A,N,N)",NA for STL,0.991422787,0.150461993
air_6d65542aa43b598b,model_5,"Regression with ARIMA(2,0,1)(1,0,0)[7] errors",0.954471575,0.983245827,0.161909734
air_55390f784018349a,model_5,"Regression with ARIMA(0,1,2) errors",0.984553495,0.985346212,0.162163996
air_efef1e3daecce07e,model_5,"Regression with ARIMA(1,1,1)(1,0,1)[7] errors",0.97376086,0.982727652,0.16557409
air_ca1315af9e073bd1,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.964605622,0.14328292,0.172301759
air_9cf2f1ba86229773,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.920851765,0.991405421,0.176713665
air_258dc112912fc458,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.983485661,0.988998846,0.177193794
air_efd70b04de878f25,model_5,"Regression with ARIMA(2,1,1) errors",0.932943113,0.906201109,0.180727077
air_8ce035ee1d8a56a6,model_5,"Regression with ARIMA(0,0,0)(1,0,1)[7] errors",0.904573405,0.97375952,0.18129371
air_82a6ae14151953ba,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.955421418,0.980953011,0.187772818
air_8093d0b565e9dbdf,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.716700792,0.79395415,0.191238367
air_47beaffd3806c979,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.959312746,0.982236977,0.193675198
air_2570ccb93badde68,model_5,"Regression with ARIMA(0,0,1)(0,0,1)[7] errors",0.963836427,0.971649937,0.195217668
air_32460819c7600037,model_5,"Regression with ARIMA(1,1,1)(1,0,1)[7] errors",0.949750018,0.97873795,0.195307556
air_4d71826793c09b22,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.715575071,0.186710595,0.195486881
air_7bda6048a4a78837,model_1,"ETS(A,N,N)",0.077742277,NA,0.196402399
air_e0aee25b56a069f2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.927328723,0.968874373,0.19653722
air_e57dd6884595f60d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.954650729,0.975132953,0.197268556
air_73f316e6a18d8aa9,model_5,"Regression with ARIMA(0,1,1) errors",0.942411285,0.984948,0.198068674
air_42c9aa6d617c5057,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.976125286,0.979432794,0.200564091
air_ebd31e812960f517,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.938070025,0.977534082,0.208482255
air_e55abd740f93ecc4,model_5,"Regression with ARIMA(1,0,1)(0,0,1)[7] errors",0.929612327,0.970704275,0.209807288
air_d98380a4aeb0290b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.928009217,0.084326903,0.210024195
air_764f71040a413d4d,model_5,"Regression with ARIMA(0,1,1) errors",0.988783837,0.989097443,0.213212678
air_c28983412a7eefcf,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.958572675,0.982012173,0.21338338
air_a239a44805932bab,model_4,"ARIMA(1,0,0)(2,1,0)[7]",0.714940964,0.972558419,0.214425929
air_9152d9926e5c4a3a,model_5,"Regression with ARIMA(0,1,1) errors",0.96868514,0.978760887,0.214433505
air_bac5f4441db21db9,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.973019126,0.971266337,0.214849697
air_f6b2489ccf873c3b,model_4,"ARIMA(0,0,1) with non-zero mean",0.052803514,0.015239136,0.217259442
air_8a59bb0c497b771e,model_5,"Regression with ARIMA(0,0,0) errors",0.983960715,0.977697754,0.217447028
air_d34c0861a2be94cb,model_1,"ETS(A,N,A)",0.902685651,0.974395508,0.21966914
air_ac7a7427c9ae12a5,model_5,"Regression with ARIMA(0,1,1) errors",0.980186259,0.988910204,0.220883763
air_670a0c1c4108bcea,model_5,"Regression with ARIMA(0,1,1) errors",0.901539298,0.953372467,0.221364834
air_9bf0ccac497c4af3,model_4,"ARIMA(1,0,0)(2,1,0)[7] with drift",0.743060146,0.976513893,0.221656749
air_20619d21192aa571,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.879187096,0.964191683,0.222348784
air_f26f36ec4dc5adb0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.822871946,0.511785314,0.227175821
air_bf21b8350771879b,model_5,"Regression with ARIMA(0,1,1) errors",0.966906415,0.975470488,0.227893984
air_dea0655f96947922,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.696800712,0.549854627,0.227972739
air_99b01136f451fc0e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.975026126,0.974935816,0.22947703
air_9d5a980b211e1795,model_5,"Regression with ARIMA(2,1,1) errors",0.868980883,0.927235111,0.230677552
air_fe58c074ec1445ea,model_5,"Regression with ARIMA(1,0,0) errors",0.941898494,0.983431127,0.230878114
air_c88467d88b2c8ecd,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.942320214,0.958611372,0.23161221
air_bbe1c1a47e09f161,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.656095884,0.775855289,0.233104818
air_d5e0a20370c325c7,model_5,"Regression with ARIMA(0,1,1)(2,0,2)[7] errors",0.955649638,0.971866157,0.234398332
air_07b314d83059c4d2,model_5,"Regression with ARIMA(0,1,1) errors",0.660466647,0.488141946,0.236712035
air_eb120e6d384a17a8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.962881758,0.962034767,0.236930169
air_c7f78b4f3cba33ff,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.890704384,0.973956593,0.237169674
air_64a5d5c1381837af,model_2,"STL +  ETS(A,N,N)",NA for STL,0.567536516,0.237570788
air_c66dbd2c37832d00,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.936508633,0.973958868,0.237601241
air_4e1c38f68f435596,model_5,"Regression with ARIMA(0,0,0) errors",0.979898842,0.966943959,0.238149583
air_6902e4ec305b3d08,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.656143582,0.141184882,0.239078661
air_7fbf7649eb13ad9b,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.989031344,0.975371271,0.23921324
air_349278fa964bb12f,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.629304322,0.108324487,0.241374385
air_848616680ef061bd,model_1,"ETS(A,N,A)",0.251725717,0.383645932,0.242088152
air_2d3afcb91762fe01,model_5,"Regression with ARIMA(1,1,1)(2,0,0)[7] errors",0.958188786,0.980016934,0.244334961
air_c0385db498b391e5,model_5,"Regression with ARIMA(0,0,0) errors",0.721603432,0.961264,0.244633278
air_d00a15343325e5f7,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.905645979,0.952101656,0.245050856
air_67483104fa38ef6c,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.969823215,0.970274408,0.246220991
air_e2208a79e2678432,model_5,"Regression with ARIMA(0,0,0) errors",0.975504363,0.980020092,0.246566043
air_26f10355d9b4d82a,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.93232728,0.957366931,0.247680655
air_9aa92007e3628dbc,model_5,"Regression with ARIMA(1,1,1) errors",0.961944903,0.963098877,0.24928805
air_6e06824d0934dd81,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.961980545,0.973153667,0.250594262
air_573ecdf81b157d22,model_5,"Regression with ARIMA(1,1,1) errors",0.967403906,0.95665351,0.250972267
air_c1d5d165c055b866,model_5,"Regression with ARIMA(1,0,1) errors",0.891941958,0.958065456,0.25104826
air_3525f11ef0bf0c35,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.878290218,0.970393434,0.253079997
air_5f6fa1b897fe80d5,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.96669275,0.968813962,0.254240743
air_27e991812b0d9c92,model_5,"Regression with ARIMA(1,1,1) errors",0.940753904,0.981132575,0.255192726
air_2a3743e37aab04b4,model_5,"Regression with ARIMA(0,1,1) errors",0.858264319,0.944233658,0.256671876
air_df9355c47c5df9d3,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.883773366,0.953665359,0.256734993
air_877f79706adbfb06,model_5,"Regression with ARIMA(1,0,1)(1,0,0)[7] errors",0.888687428,0.935047809,0.257070254
air_310e467e6e625004,model_5,"Regression with ARIMA(0,1,1) errors",0.932951188,0.950221353,0.257949309
air_9b6af3db40da4ae2,model_5,"Regression with ARIMA(0,1,2) errors",0.515423757,0.701922565,0.261491193
air_c52c63c781fe48f6,model_5,"Regression with ARIMA(0,0,0)(0,0,1)[7] errors",0.966619495,0.951803233,0.261558443
air_8d61f49aa0373492,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.943780311,0.537690597,0.261838152
air_f911308e19d64236,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.927642963,0.956933828,0.262589233
air_89e7328af22efe74,model_5,"Regression with ARIMA(0,1,1) errors",0.960502123,0.975846594,0.265633684
air_e0f241bd406810c0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.918256056,0.9697638,0.266062801
air_c8a657c8c5c93d69,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.846982516,0.939999803,0.266083189
air_671b4bea84dafb67,model_5,"Regression with ARIMA(0,1,1) errors",0.797644821,0.808035839,0.267161352
air_275732a5db46f4d3,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.936592421,0.953473721,0.267419076
air_ca957d3a1529fbd3,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.942483645,0.959632579,0.26778202
air_cd4b301d5d3918d8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.952055441,0.920923195,0.267958583
air_8f3b563416efc6ad,model_4,"ARIMA(0,0,1) with non-zero mean",0.114419271,0.098130699,0.269132792
air_6108821ffafa9b72,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.926199624,0.954854619,0.269942266
air_5fbda8e9302f7c13,model_5,"Regression with ARIMA(0,1,1) errors",0.925566838,0.953998321,0.272027891
air_b711b43ae472cb6b,model_5,"Regression with ARIMA(0,1,1) errors",0.924872668,0.954172746,0.272566533
air_b259b4e4a51a690d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.899855914,0.950030565,0.273363653
air_4cab91146e3d1897,model_5,"Regression with ARIMA(0,0,0) errors",0.935032323,0.927152795,0.273522872
air_9aa32b3db0fab3a5,model_5,"Regression with ARIMA(0,1,1) errors",0.856686382,0.923375914,0.274134375
air_b7fa3d2fca744dd2,model_5,"Regression with ARIMA(1,0,0) errors",0.934897444,0.951541533,0.277721495
air_bc9a129e11a2efe0,model_5,"Regression with ARIMA(0,0,0) errors",0.344167317,0.235664208,0.277808157
air_064e203265ee5753,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.933579823,0.958396248,0.278163572
air_c77ee2b7d36da265,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.934840714,0.959315912,0.279137305
air_d8abb9e490abf94f,model_5,"Regression with ARIMA(0,0,0)(0,0,1)[7] errors",0.60680962,0.084303095,0.279388036
air_ad60f6b76c9df7ed,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.951566357,0.964018903,0.280538702
air_965b2e0cf4119003,model_5,"Regression with ARIMA(1,1,1) errors",0.979468352,0.831181571,0.284051974
air_fee8dcf4d619598e,model_1,"ETS(A,N,A)",0.090992614,0.346015641,0.284225634
air_a33461f4392ec62c,model_2,"STL +  ETS(A,N,N)",NA for STL,0.954359405,0.284284352
air_e34c631c766f2766,model_1,"ETS(A,N,A)",0.386821014,0.286881994,0.285144523
air_57c9eea1a2b66e65,model_5,"Regression with ARIMA(2,1,1) errors",0.927786725,0.921370491,0.285675409
air_06f95ac5c33aca10,model_4,"ARIMA(1,0,0)(1,1,0)[7] with drift",0.640685088,0.948231535,0.287518299
air_ef920fa6f4b085f6,model_4,"ARIMA(0,0,2)(1,1,0)[7]",0.714532597,0.948623847,0.289051815
air_bf617aa68d5f1cfa,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.823565661,0.89719673,0.289880632
air_8cc350fd70ee0757,model_1,"ETS(A,N,A)",0.258863149,0.356164986,0.290217507
air_5b704df317ed1962,model_5,"Regression with ARIMA(0,1,1) errors",0.648970951,0.77554939,0.290626296
air_d500b48a8735fbd3,model_5,"Regression with ARIMA(0,1,1) errors",0.944749237,0.964578963,0.291464041
air_fa12b40b02fecfd8,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.870909889,0.691584696,0.293103756
air_4de6d887a7b1c1fc,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.85984152,0.936130595,0.294382085
air_464a62de0d57be1e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.584063711,0.251577515,0.294553856
air_97159fc4e90053fe,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.842479913,0.935438994,0.294587052
air_2545dd3a00f265e2,model_2,"STL +  ETS(A,N,N)",NA for STL,0.964706839,0.29512829
air_2195cd5025a98033,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.932617739,0.903321004,0.29513728
air_eb2d2653586315dd,model_5,"Regression with ARIMA(1,0,1) errors",0.897820669,0.948203779,0.295160864
air_43b65e4b05bff2d3,model_3,l_train ~ log_reserves + mon_thurs + friday + saturday,0.30631926,0.304156621,0.29532858
air_8e4360a64dbd4c50,model_5,"Regression with ARIMA(0,1,1) errors",0.651799475,0.365192058,0.295592814
air_3d3a2b509180e798,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.832528736,0.931518928,0.297301346
air_7e12c5d27f44a8de,model_4,"ARIMA(1,0,0)(0,1,1)[7]",0.559302885,0.635203777,0.297527053
air_90ed0a2f24755533,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.937038445,0.953102699,0.297561048
air_9483d65e9cc9a6b7,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.943584543,0.918670811,0.297744392
air_77dfc83450cbc89c,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.950107082,0.961757686,0.298058053
air_26c5bbeb7bb82bf1,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.948753426,0.96006193,0.299701722
air_1dea9815ccd36620,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.760339305,0.895543308,0.300423531
air_e88bbe2ede3467aa,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.795615057,0.860218604,0.301462947
air_78df4dc6a7e83e41,model_5,"Regression with ARIMA(0,1,1) errors",0.821849104,0.915160956,0.301661019
air_a9178f19da58fe99,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.72019778,0.871188203,0.302077548
air_0a74a5408a0b8642,model_5,"Regression with ARIMA(3,0,1)(1,0,0)[7] errors",0.906655721,0.24582716,0.303040733
air_0647f17b4dc041c8,model_1,"ETS(A,N,A)",0.813111343,0.884115716,0.303227014
air_602ca92c0db34f8f,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.926501517,0.917645213,0.30335887
air_95d28905941fd4cb,model_5,"Regression with ARIMA(0,1,1) errors",0.950318496,0.932776243,0.303658263
air_d6b3e67261f07646,model_5,"Regression with ARIMA(0,0,0)(1,0,1)[7] errors",0.864479333,0.931106861,0.306543256
air_af63df35857b16e6,model_5,"Regression with ARIMA(1,1,1)(2,0,0)[7] errors",0.853381657,0.889241078,0.306638159
air_473f98b212d37b4a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.845518526,0.947417115,0.307276681
air_99157b6163835eec,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.978705826,0.966360059,0.307586706
air_9a6f6e7f623003d2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.724373469,0.818951015,0.30788737
air_47070be6093f123e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.927763911,0.955191936,0.308272477
air_88ca84051ba95339,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.907811035,0.937286998,0.310680854
air_614e2f7e76dff854,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.824844927,0.909018934,0.311855032
air_baf28ac9f13a307d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.88280553,0.941349692,0.312993841
air_52e2a1fd42bc917a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.949195574,0.888651973,0.313577688
air_36bcf77d3382d36e,model_5,"Regression with ARIMA(1,0,0) errors",0.660633416,0.615565761,0.31545995
air_1dd8f6f47480d1a2,model_5,"Regression with ARIMA(0,0,1) errors",0.910186755,0.917654688,0.316588788
air_3bb99a1fe0583897,model_5,"Regression with ARIMA(0,0,0)(0,0,1)[7] errors",0.757644894,0.946342931,0.316827558
air_1f34e9beded2231a,model_5,"Regression with ARIMA(1,1,2) errors",0.895007274,0.920762734,0.317269656
air_cb7467aed805e7fe,model_5,"Regression with ARIMA(1,1,1) errors",0.43949165,0.077215129,0.317311236
air_d186b2cb0b9ce022,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.7709336,0.832209728,0.317947166
air_ecab54b57a71b10d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.845973836,0.894111159,0.319093768
air_7831b00996701c0f,model_5,"Regression with ARIMA(1,0,1) errors",0.815027638,0.941344289,0.319496553
air_65e294f1ae6df9c3,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.896113564,0.929631836,0.319870091
air_9241121af22ff1d6,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.734638021,0.888003143,0.320006777
air_c9ed65554b6edffb,model_5,"Regression with ARIMA(0,1,1) errors",0.659696537,0.69029515,0.320368144
air_4254c3fc3ad078bd,model_1,"ETS(A,N,A)",0.593138693,0.82838123,0.320701235
air_96743eee94114261,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.866317763,0.922129435,0.320998068
air_8ec47c0f1e2c879e,model_2,"STL +  ETS(A,N,N)",NA for STL,0.349999792,0.321580609
air_61b8d37c33617f21,model_3,l_train ~ mon_thurs + friday + saturday,0.291369867,0.304914953,0.322190646
air_539d693f7317c62d,model_5,"Regression with ARIMA(2,1,1)(1,0,0)[7] errors",0.857965049,0.919039267,0.322388936
air_b162fb07fbbdea33,model_1,"ETS(A,N,A)",0.780597451,0.890148664,0.324384705
air_6ff5fca957798daa,model_5,"Regression with ARIMA(0,1,1) errors",0.840832582,0.855624803,0.327019222
air_43d577e0c9460e64,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.93304818,0.967393572,0.32701933
air_d3e7b5952cd09ccb,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.912307029,0.919921265,0.327072377
air_ebe02c3090271fa9,model_5,"Regression with ARIMA(0,0,0) errors",0.902200735,0.897045265,0.327456903
air_2fc149abe33adcb4,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.924778281,0.938542709,0.328310766
air_8e492076a1179383,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.895087976,0.9325303,0.328716439
air_6b942d5ebbc759c2,model_5,"Regression with ARIMA(0,0,0) errors",0.851351461,0.904699209,0.329723041
air_dc0e080ba0a5e5af,model_5,"Regression with ARIMA(0,0,0) errors",0.292445979,0.322913379,0.330146101
air_1f1390a8be2272b3,model_5,"Regression with ARIMA(1,1,1)(1,0,0)[7] errors",0.81088219,0.850417143,0.330483046
air_96005f79124e12bf,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.766002277,0.864343339,0.330533375
air_a304330715435390,model_5,"Regression with ARIMA(0,1,1) errors",0.863239614,0.87101003,0.330636525
air_681b0c56328dd2af,model_1,"ETS(A,N,A)",0.750333589,0.940404395,0.330912956
air_ad7777590c884721,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.803936838,0.85796746,0.330995254
air_c1ff20617c54fee7,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.91937548,0.111707318,0.331311869
air_32c61b620a766138,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.459724062,0.492047392,0.332044495
air_86f7b2109e4abd65,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.958054028,0.986094084,0.332779341
air_41bbf6e1d9814c4b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.778268797,0.842457985,0.333559972
air_de692863bb2dd758,model_5,"Regression with ARIMA(1,0,1)(1,0,0)[7] errors",0.82634227,0.885679836,0.333656957
air_40f6193ea3ed1b91,model_5,"Regression with ARIMA(0,1,1) errors",0.853176788,0.910109651,0.333688085
air_54ed43163b7596c4,model_5,"Regression with ARIMA(1,0,0)(1,0,0)[7] errors",0.938638685,0.937591835,0.334321005
air_6ca1d941c8199a67,model_5,"Regression with ARIMA(0,1,1) errors",0.733892905,0.768327814,0.335784642
air_4b9085d0d46a6211,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.923301571,0.935080322,0.335802368
air_5b6d18c470bbfaf9,model_4,"ARIMA(1,0,0)(1,1,0)[7] with drift",0.433673281,0.939366634,0.336065743
air_36429b5ca4407b3e,model_5,"Regression with ARIMA(0,1,1)(1,0,1)[7] errors",0.819510912,0.9099711,0.336313099
air_7a946aada80376a4,model_5,"Regression with ARIMA(0,1,1)(1,0,1)[7] errors",0.619675685,0.492543016,0.3371891
air_4cca5666eaf5c709,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.429341012,0.107029344,0.337983226
air_290e7a57b390f78e,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.849891475,0.935468857,0.338243636
air_af24e3e817dea1e5,model_5,"Regression with ARIMA(1,0,0) errors",0.733892551,0.916961482,0.338645829
air_e1b76fcb5208fb6b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.521298851,0.336355497,0.338875983
air_298513175efdf261,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.910415634,0.729317541,0.339292999
air_ef47430bcd6f6a89,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.950722969,0.92981456,0.339600928
air_10713fbf3071c361,model_1,"ETS(A,N,A)",0.491348824,0.864044781,0.339641796
air_6411203a47b5ec77,model_5,"Regression with ARIMA(0,0,0) errors",0.831365706,0.8688611,0.340337193
air_3cad29d1a23209d2,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.892191907,0.888186087,0.341232439
air_86cfbf2624576fad,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.806233845,0.881756827,0.341659
air_2fc478dc9f0a6b31,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.78874183,0.920467696,0.341751898
air_e483f5b3c4f310e0,model_5,"Regression with ARIMA(2,1,1) errors",0.759912142,0.790564488,0.342237923
air_142e78ba7001da9c,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.74797457,0.802584151,0.342394358
air_e00fe7853c0100d6,model_3,l_train ~ log_reserves + mon_thurs + friday + saturday,0.537132448,0.509342522,0.344196493
air_915558a55c2bc56c,model_5,"Regression with ARIMA(0,0,0) errors",0.706511718,0.649192678,0.344846909
air_6a15e4eae523189d,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.888440636,0.902320744,0.345084237
air_ea6d0c3acf00b22a,model_5,"Regression with ARIMA(0,1,2) errors",0.854626547,0.912859295,0.345085896
air_d97dabf7aae60da5,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.423421941,0.609963831,0.346338022
air_9bbc673495e23532,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.831509794,0.849546753,0.346677014
air_70f834596eb99fee,model_5,"Regression with ARIMA(0,0,0) errors",0.901928967,0.899268802,0.348661033
air_05c325d315cc17f5,model_5,"Regression with ARIMA(0,1,1)(2,0,1)[7] errors",0.574541043,0.116752315,0.348695618
air_5cb030b9f0b91537,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.857064283,0.863471256,0.349371346
air_cc1a0e985ce63711,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.577199746,0.331324764,0.349571046
air_b0a6a4c5e95c74cf,model_2,"STL +  ETS(A,N,N)",NA for STL,0.891760091,0.349783503
air_b2dcec37b83e2494,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.709266569,0.813913163,0.351294024
air_1707a3f18bb0da07,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.834393244,0.929583216,0.351296782
air_67f87c159d9e2ee2,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.760398545,0.455172052,0.351357971
air_fb44f566d4f64a4e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.933856583,0.938232486,0.352287955
air_ccd19a5bc5573ae5,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.706333748,0.685051363,0.352380005
air_d138b593ebda55cc,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.552140586,0.37869704,0.352917264
air_950381108f839348,model_5,"Regression with ARIMA(0,0,0) errors",0.905873556,0.937381328,0.353345318
air_bb4ff06cd661ee9b,model_4,"ARIMA(1,0,0)(0,1,0)[7]",0.783456637,0.923665768,0.353418614
air_72f5146cf0c49beb,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.683868699,0.118532101,0.353632574
air_bfafaed35e213fd7,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.793982129,0.875136623,0.354286619
air_cd5f54969be9ed08,model_1,"ETS(A,N,A)",0.505601818,0.778347907,0.354537118
air_39dccf7df20b1c6a,model_5,"Regression with ARIMA(1,0,0) errors",0.546728368,0.279789833,0.354577533
air_16179d43b6ee5fd8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.88043539,0.902198094,0.35464773
air_546b353cbea4a45b,model_5,"Regression with ARIMA(0,0,0) errors",0.896184244,0.898197779,0.354864088
air_9d474ec2448c700d,model_5,"Regression with ARIMA(0,0,0) errors",0.752609826,0.881369986,0.355085129
air_9352c401d5adb01b,model_5,"Regression with ARIMA(0,1,1) errors",0.855949255,0.844634231,0.355648338
air_7f3dc18494bce98b,model_1,"ETS(A,N,A)",0.400740502,0.499805028,0.35582759
air_ef789667e2e6fe96,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.651536268,0.702735577,0.356874948
air_96ec3cfe78cb0652,model_5,"Regression with ARIMA(0,0,0) errors",0.92290266,0.923070311,0.357096896
air_6d65dd11d96e00fb,model_5,"Regression with ARIMA(1,1,1)(0,0,2)[7] errors",0.839704015,0.853035333,0.357213398
air_96773a6236d279b1,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.762431608,0.887090616,0.357668128
air_84f6876ff7e83ae7,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.857909593,0.897386046,0.360146899
air_7db266904cb0d72a,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.821623529,0.864958618,0.361079451
